activation,batch_size,best_acc,best_loss,best_train_acc,best_train_loss,filter1,kernelsize_1,filter2,kernelsize_2,filter3,kernelsize_3,hidden_1,hidden_2,learning_rate,momentum,optimizer,p_reduct,step_1_test_acc,step_1_test_loss,step_2_test_acc,step_2_test_loss,step_3_test_acc,step_3_test_loss,step_4_test_acc,step_4_test_loss,step_5_test_acc,step_5_test_loss,step_6_test_acc,step_6_test_loss,step_7_test_acc,step_7_test_loss,step_8_test_acc,step_8_test_loss,step_9_test_acc,step_9_test_loss,step_10_test_acc,step_10_test_loss,step_11_test_acc,step_11_test_loss,step_12_test_acc,step_12_test_loss,step_13_test_acc,step_13_test_loss,step_14_test_acc,step_14_test_loss,step_15_test_acc,step_15_test_loss,step_16_test_acc,step_16_test_loss,step_17_test_acc,step_17_test_loss,step_18_test_acc,step_18_test_loss,step_19_test_acc,step_19_test_loss,step_20_test_acc,step_20_test_loss,step_21_test_acc,step_21_test_loss,step_22_test_acc,step_22_test_loss,step_23_test_acc,step_23_test_loss,step_24_test_acc,step_24_test_loss,step_25_test_acc,step_25_test_loss,step_26_test_acc,step_26_test_loss,step_27_test_acc,step_27_test_loss,step_28_test_acc,step_28_test_loss,step_29_test_acc,step_29_test_loss,step_30_test_acc,step_30_test_loss,step_31_test_acc,step_31_test_loss,step_32_test_acc,step_32_test_loss,step_33_test_acc,step_33_test_loss,step_34_test_acc,step_34_test_loss,step_35_test_acc,step_35_test_loss,step_36_test_acc,step_36_test_loss,step_37_test_acc,step_37_test_loss,step_38_test_acc,step_38_test_loss,step_39_test_acc,step_39_test_loss,step_40_test_acc,step_40_test_loss,step_41_test_acc,step_41_test_loss,step_42_test_acc,step_42_test_loss,step_43_test_acc,step_43_test_loss,step_44_test_acc,step_44_test_loss,step_45_test_acc,step_45_test_loss,step_46_test_acc,step_46_test_loss,step_47_test_acc,step_47_test_loss,step_48_test_acc,step_48_test_loss,step_49_test_acc,step_49_test_loss,step_50_test_acc,step_50_test_loss
relu,64,0.81,0.54667413,0.76316859,0.666848496,64,4,128,5,96,5,125,100,0.001,0.9,adam,0,0.5026,1.3797129,0.4078,1.7547586,0.5722,1.1948434,0.6234,1.1172608,0.636,1.000717,0.6438,1.0004241,0.6671,0.95171416,0.7084,0.8321125,0.6712,0.9310514,0.6837,0.88486826,0.6924,0.8943295,0.7343,0.74678576,0.7591,0.69946754,0.7076,0.8270951,0.7479,0.71890706,0.69,0.90072227,0.6821,0.91925323,0.7282,0.7722273,0.7513,0.7226208,0.7623,0.6884321,0.7759,0.63896376,0.7677,0.6691654,0.7504,0.72686714,0.7682,0.663145,0.7647,0.67968917,0.7575,0.69585645,0.7647,0.68953556,0.7704,0.6567551,0.7322,0.7924737,0.7751,0.65475744,0.7747,0.6573974,0.7748,0.6588709,0.79,0.59841543,0.7717,0.67829376,0.7971,0.61237097,0.8049,0.56312436,0.7615,0.7002237,0.7764,0.6513193,0.7815,0.65064776,0.7823,0.6446532,0.7807,0.6428718,0.7904,0.6231908,0.7983,0.6004111,0.8064,0.57863146,0.7919,0.6215944,0.8067,0.5666929,0.81,0.54667413,0.8118,0.55394316,0.8046,0.5804639,0.8071,0.5649898
relu,64,0.7923,0.6153881,0.755252761,0.685512827,96,5,128,3,128,4,100,100,0.001,0.95,adam,0,0.3911,1.657967,0.4956,1.4088153,0.6193,1.0618879,0.4004,1.8773812,0.59,1.1272113,0.5835,1.2040178,0.51,1.4734539,0.6156,1.1100463,0.6009,1.1845387,0.5201,1.5116665,0.7344,0.75267607,0.6486,1.0109624,0.7085,0.8408705,0.7468,0.7148643,0.7009,0.84837747,0.6991,0.84964705,0.6633,1.01482,0.6788,0.92251545,0.7454,0.7331754,0.7716,0.65407217,0.7295,0.81798136,0.6992,0.8847604,0.7551,0.7049233,0.7727,0.65440613,0.7315,0.76692635,0.7446,0.7483309,0.7716,0.64348567,0.7726,0.6601456,0.7422,0.76781154,0.7713,0.6581656,0.7766,0.6441754,0.7772,0.6504547,0.7495,0.74037784,0.7549,0.71939695,0.7106,0.89989865,0.7753,0.6444563,0.7593,0.7215605,0.7292,0.8218043,0.7714,0.6763361,0.7759,0.65956575,0.7903,0.61663336,0.745,0.7558213,0.7827,0.64992744,0.7798,0.65755546,0.7766,0.66193944,0.7658,0.7051587,0.7847,0.6419448,0.7337,0.81358373,0.7923,0.6153881,0.7496,0.7638636
relu,64,0.8032,0.5753543,0.744259843,0.720966506,64,5,96,4,96,5,125,125,0.001,0.95,adam,0,0.4886,1.4088022,0.5768,1.1960635,0.5381,1.2935686,0.6245,1.0474476,0.6762,0.94007784,0.433,1.7813578,0.6512,0.9770355,0.6491,0.97506565,0.7026,0.8297309,0.6545,1.0271627,0.653,1.0191859,0.6156,1.121753,0.7298,0.7743411,0.6459,1.0180492,0.7513,0.7137462,0.7189,0.8011958,0.7465,0.71329486,0.7417,0.7267688,0.7448,0.7440986,0.763,0.67589617,0.6982,0.87818176,0.6538,0.9943372,0.741,0.75047195,0.762,0.679993,0.7168,0.8157523,0.7834,0.63207674,0.7381,0.75416934,0.7451,0.7493647,0.7325,0.8018629,0.725,0.79844165,0.7797,0.6463946,0.7265,0.8049199,0.7946,0.59491867,0.7824,0.6264671,0.768,0.6770637,0.7656,0.67082024,0.7916,0.6007562,0.7383,0.7841111,0.7814,0.63728005,0.7268,0.81270003,0.7841,0.62672997,0.7731,0.6632164,0.7951,0.5927306,0.7964,0.59365,0.8032,0.5753543,0.785,0.62754345,0.7973,0.5835234,0.7884,0.6263922,0.7948,0.60572684,0.7983,0.5838179
relu,64,0.7796,0.6379625,0.719717271,0.779325122,64,5,128,3,96,4,125,125,0.001,0.95,adam,0,0.4474,1.5248524,0.4876,1.4480561,0.4829,1.4412692,0.5619,1.2018832,0.583,1.1777955,0.6438,0.995553,0.6221,1.04489,0.7087,0.8258282,0.64,1.0137974,0.6608,0.9628579,0.6851,0.8820834,0.6689,0.9359853,0.7007,0.8449184,0.7323,0.76168054,0.7044,0.85405344,0.6424,1.058858,0.7073,0.851788,0.6363,1.0810506,0.7235,0.78836685,0.7018,0.8638125,0.6103,1.2281872,0.6601,1.005261,0.7085,0.850124,0.7171,0.81603056,0.7365,0.76720417,0.7464,0.7297106,0.7523,0.7103253,0.6997,0.8673977,0.7154,0.82634854,0.762,0.6942391,0.7388,0.7482576,0.7327,0.7790488,0.7106,0.847425,0.6913,0.9170331,0.6659,1.0045825,0.7298,0.7803958,0.7796,0.6379625,0.7495,0.73113114,0.7404,0.7703656,0.7659,0.678688,0.7123,0.8710815,0.7581,0.6968131,0.7768,0.64643866,0.6946,0.92955565,0.7487,0.73096967,0.7792,0.6411335,0.7458,0.75056416,0.708,0.85615635,0.7491,0.7244033,0.7386,0.78504276
relu,64,0.7878,0.61662143,0.722625657,0.782039614,64,5,64,3,128,5,100,125,0.0015,0.95,adam,0,0.3688,1.9090375,0.4566,1.628469,0.5908,1.1715541,0.5451,1.3438464,0.4986,1.5061384,0.6511,0.99326134,0.6756,0.91719884,0.6982,0.8608212,0.6486,0.9707287,0.6719,0.92885333,0.6514,1.0166358,0.6677,0.94973105,0.62,1.0955659,0.6972,0.8602709,0.7367,0.7605525,0.6878,0.9184486,0.7188,0.800365,0.7021,0.8572681,0.7585,0.69451416,0.6432,1.0257242,0.6866,0.926088,0.6569,1.0246228,0.7537,0.71761364,0.7493,0.7239566,0.7527,0.70681345,0.7404,0.7586499,0.7599,0.6945528,0.732,0.7885042,0.7557,0.71030337,0.6897,0.9238304,0.772,0.66053253,0.7422,0.74195874,0.7531,0.73054606,0.7482,0.71662843,0.7682,0.6750303,0.69,0.9466949,0.7647,0.6899638,0.7726,0.653572,0.7397,0.76805764,0.6518,1.0754391,0.7389,0.78596455,0.7874,0.621001,0.7459,0.74577457,0.7708,0.67493856,0.7878,0.61662143,0.7494,0.73805475,0.715,0.85517853,0.7717,0.658203,0.7796,0.64799637,0.7724,0.67042696
relu,32,0.7778,0.64877295,0.705821008,0.827252503,64,4,64,3,96,4,100,100,0.001,0.9,adam,0,0.49,1.4290547,0.4912,1.4771602,0.5536,1.253098,0.5454,1.2574651,0.6278,1.0527867,0.6367,1.0159858,0.6406,1.0313277,0.6461,1.0080487,0.6817,0.8947088,0.7003,0.86056095,0.701,0.8403013,0.6903,0.8832757,0.6719,0.928973,0.7369,0.753488,0.6988,0.84116447,0.7038,0.8398168,0.7498,0.71589464,0.6915,0.8780449,0.7452,0.73370636,0.7324,0.75365967,0.7402,0.7328077,0.7474,0.70867753,0.732,0.7610767,0.7512,0.6983142,0.7494,0.7064297,0.7509,0.7088872,0.7463,0.72938955,0.7443,0.7429915,0.7009,0.87177616,0.7673,0.66993684,0.7628,0.6695752,0.7554,0.7062066,0.7666,0.6700353,0.7606,0.67926365,0.7573,0.70267606,0.7521,0.71278596,0.7439,0.73832864,0.7657,0.6712296,0.7576,0.69986904,0.7377,0.7548943,0.7668,0.6738748,0.7548,0.697673,0.7778,0.64877295,0.7614,0.69436926,0.7619,0.69123083,0.7644,0.6887554,0.7691,0.6724805,0.7535,0.7050852,0.7498,0.7263765,0.7574,0.7007832
relu,64,0.7719,0.65847677,0.699366532,0.84688899,64,5,128,3,128,4,100,125,0.003,0.9,adam,0,0.399,1.6060734,0.549,1.2231443,0.4716,1.522702,0.5171,1.4512607,0.6243,1.0746913,0.6516,0.9618537,0.5779,1.1983262,0.5165,1.4519331,0.6389,1.0390836,0.6529,0.98483044,0.6905,0.8860634,0.726,0.79136956,0.7044,0.8435467,0.6306,1.118824,0.6311,1.1061717,0.7275,0.76286525,0.7088,0.8360248,0.6983,0.86545175,0.6867,0.9429785,0.7235,0.8142812,0.7286,0.7873528,0.5852,1.3075402,0.7332,0.76300234,0.6826,0.92872995,0.6872,0.91339874,0.7326,0.76462215,0.7627,0.7007743,0.7176,0.8200295,0.7511,0.7217393,0.7229,0.8104433,0.7076,0.8590359,0.7617,0.7064976,0.754,0.7136904,0.7719,0.65847677,0.7397,0.7567926,0.748,0.7413491,0.6755,0.995533,0.7536,0.71777534,0.7518,0.7365118,0.7643,0.6928002,0.7519,0.74313426,0.7756,0.6685297,0.749,0.7477467,0.7477,0.73733425,0.7586,0.68876356,0.7703,0.6679948,0.7726,0.6634442,0.758,0.7141203,0.7619,0.6983357,0.7546,0.72522557
relu,64,0.8123,0.5587268,0.75811458,0.683065011,96,5,96,5,128,4,100,100,0.001,0.99,adam,0,0.4957,1.4003774,0.5493,1.2636101,0.5298,1.3666697,0.6504,1.000588,0.6412,1.016093,0.6739,0.9265519,0.5404,1.4415803,0.6289,1.0956845,0.6534,0.9894613,0.7154,0.8203188,0.5749,1.3854535,0.6965,0.8572295,0.6942,0.875963,0.6926,0.8893185,0.6927,0.89649415,0.7677,0.6769453,0.7414,0.75721073,0.5847,1.2736621,0.7246,0.8081936,0.7674,0.6734202,0.7349,0.7750143,0.7374,0.7592848,0.7172,0.85676765,0.7497,0.7249286,0.7576,0.69652176,0.756,0.7134897,0.7855,0.61766,0.782,0.6347967,0.7835,0.6243736,0.7817,0.6421802,0.7966,0.59180945,0.7986,0.58602756,0.7101,0.91403943,0.7499,0.7327812,0.8003,0.5941352,0.7685,0.6772857,0.7317,0.78040534,0.7837,0.63985574,0.7953,0.5753175,0.8021,0.56902117,0.7891,0.62585884,0.8002,0.58352274,0.7793,0.6513709,0.6989,0.9469738,0.8024,0.5686922,0.7957,0.5906877,0.8123,0.5587268,0.7977,0.5864181,0.7987,0.5846469,0.8027,0.58681494
relu,32,0.806,0.5718603,0.744786649,0.724625752,64,5,128,5,128,4,125,125,0.002,0.99,adam,0,0.4907,1.4266214,0.5606,1.2269843,0.5819,1.1888689,0.5161,1.3795487,0.6522,0.99139297,0.6769,0.9094405,0.6162,1.0826272,0.7267,0.77875197,0.7261,0.7861467,0.6926,0.89825135,0.711,0.8315336,0.7148,0.81106657,0.7535,0.6980598,0.7003,0.87387675,0.7206,0.80806357,0.7271,0.8042738,0.7422,0.7431796,0.7301,0.7785695,0.7533,0.7189731,0.7517,0.70888865,0.7783,0.64329374,0.7681,0.66806716,0.7266,0.8082268,0.7741,0.6458816,0.787,0.6148079,0.7592,0.71794134,0.7352,0.79291135,0.7432,0.7586341,0.7553,0.72568166,0.7648,0.69300973,0.7684,0.6700121,0.7742,0.6579828,0.7555,0.7261005,0.7902,0.62419915,0.7856,0.62364024,0.7479,0.7558286,0.786,0.61428195,0.8,0.58647424,0.7774,0.6548232,0.7784,0.649891,0.7588,0.71824104,0.7899,0.62403935,0.7759,0.6688118,0.7939,0.61606526,0.8057,0.58233076,0.7269,0.84518516,0.7776,0.65740263,0.7711,0.68523747,0.806,0.5718603,0.7805,0.6668215
relu,32,0.8051,0.5774815,0.745188478,0.72075238,64,4,96,5,128,4,125,100,0.001,0.9,adam,0,0.4394,1.63564,0.5977,1.1296728,0.6134,1.0904918,0.6113,1.0844368,0.6723,0.92499894,0.709,0.83904845,0.6563,0.97878283,0.7178,0.80923563,0.6579,1.0068959,0.7126,0.83436143,0.7434,0.73143417,0.6528,1.0232476,0.7196,0.79498124,0.7312,0.77383476,0.7587,0.7001692,0.7284,0.76703304,0.7197,0.81128424,0.7792,0.62316316,0.7696,0.6598749,0.7604,0.6906511,0.7569,0.7016676,0.7815,0.6288065,0.7515,0.7058493,0.765,0.6830487,0.7809,0.63488984,0.7894,0.6104756,0.7686,0.6802605,0.7504,0.72436863,0.7159,0.8522713,0.7333,0.8056261,0.7796,0.6508793,0.7953,0.5901596,0.7874,0.6245309,0.7618,0.6933606,0.7872,0.6274921,0.7408,0.7853276,0.7915,0.60251445,0.7943,0.59465057,0.7894,0.6124535,0.7796,0.6531415,0.8051,0.5774815,0.7623,0.7022028,0.7872,0.62749344,0.7938,0.5989686,0.7893,0.63702047,0.804,0.579836,0.798,0.59559286,0.8,0.5806996,0.7906,0.6204676,0.7877,0.63025975
relu,64,0.791,0.6111984,0.730363092,0.764387117,96,4,64,5,96,5,100,125,0.003,0.99,adam,0,0.4805,1.4256425,0.5293,1.303426,0.5757,1.1509616,0.6097,1.1197256,0.6071,1.108485,0.6803,0.91872615,0.49,1.6280705,0.6869,0.8793539,0.6056,1.210995,0.6845,0.8860159,0.7198,0.80949205,0.7213,0.78295916,0.6938,0.8692961,0.729,0.7741158,0.6849,0.9130295,0.6557,1.0368787,0.6855,0.9125002,0.7379,0.7639677,0.7479,0.73567647,0.7405,0.7482498,0.7243,0.8104374,0.6952,0.8907666,0.7198,0.83234024,0.7786,0.63987434,0.7589,0.7076698,0.7493,0.72671247,0.7612,0.6976314,0.7778,0.63941485,0.7431,0.74285144,0.7373,0.76440334,0.7667,0.6806935,0.7503,0.71516365,0.7629,0.68550426,0.7648,0.6915938,0.7661,0.69457996,0.7748,0.6501712,0.7484,0.7663855,0.7816,0.6378059,0.7702,0.67462087,0.7657,0.6793942,0.7194,0.8546228,0.7574,0.71547186,0.7693,0.68545043,0.7687,0.68675935,0.7592,0.7106966,0.7756,0.66302884,0.7847,0.6450164,0.779,0.64463836,0.7686,0.6861709,0.791,0.6111984
relu,32,0.7905,0.6049382,0.727458264,0.768957145,64,4,64,4,128,4,125,100,0.001,0.99,adam,0,0.5066,1.3693367,0.5009,1.4515709,0.5293,1.3756193,0.5587,1.2312868,0.4913,1.5930301,0.6948,0.88990617,0.6353,1.0429107,0.6541,0.96627873,0.6845,0.91217285,0.7094,0.82958513,0.7063,0.83581096,0.6802,0.899517,0.7088,0.81826997,0.7353,0.75427693,0.6937,0.86754316,0.735,0.75156957,0.7363,0.7474841,0.6896,0.89371836,0.7542,0.7041167,0.7389,0.7488329,0.7206,0.77831304,0.683,0.90927255,0.7732,0.66029346,0.751,0.7222048,0.7668,0.6695263,0.7609,0.6771525,0.7642,0.6783314,0.7479,0.7163738,0.7668,0.6730815,0.7273,0.7810734,0.7701,0.6566308,0.7564,0.69569695,0.7559,0.6927822,0.7678,0.6693677,0.7514,0.70975727,0.7717,0.64692414,0.7181,0.8074469,0.7791,0.6301957,0.7643,0.6694195,0.771,0.6575162,0.7703,0.6575307,0.7757,0.6444352,0.7706,0.6672256,0.7833,0.6228195,0.7694,0.6745914,0.7808,0.63709563,0.7609,0.70530343,0.7846,0.6141747,0.7905,0.6049382,0.7248,0.7839284
relu,64,0.7939,0.60784125,0.715270345,0.801900863,64,5,64,4,128,5,125,125,0.0015,0.9,adam,0,0.4576,1.487211,0.3151,2.2097456,0.4767,1.4906771,0.5496,1.286057,0.5891,1.1547107,0.6577,0.9617135,0.6113,1.1084812,0.5963,1.1911091,0.6574,0.9846121,0.7183,0.81121254,0.6752,0.94380957,0.7092,0.81824434,0.6137,1.1589131,0.7268,0.7839876,0.6344,1.0593361,0.7316,0.7693094,0.6635,0.96494883,0.7482,0.7228712,0.7397,0.7469871,0.7564,0.6996387,0.7241,0.80094343,0.7654,0.67840993,0.7193,0.8129947,0.7447,0.7428628,0.7549,0.71027744,0.7259,0.80113155,0.7708,0.6665313,0.7488,0.72367877,0.7582,0.7050299,0.7706,0.66839886,0.7407,0.75464094,0.7334,0.7701833,0.7837,0.6258712,0.7713,0.6722265,0.7939,0.60784125,0.7664,0.69035155,0.7764,0.66091543,0.7441,0.7558881,0.7452,0.7593634,0.7872,0.62590516,0.7492,0.7334086,0.7817,0.6358141,0.7766,0.64889276,0.787,0.62406015,0.7727,0.67706466,0.7756,0.6642881,0.7724,0.66763294,0.7626,0.71817136,0.7347,0.79928386,0.7935,0.61628455
relu,32,0.8125,0.55630815,0.74930172,0.709588714,96,5,96,5,96,5,100,125,0.0015,0.95,adam,0,0.4296,1.568279,0.5139,1.379047,0.6364,1.0403848,0.6227,1.054529,0.6868,0.8889289,0.7034,0.84816116,0.6979,0.86264646,0.7041,0.86026114,0.7479,0.7344185,0.6964,0.85788524,0.7114,0.8123622,0.6789,0.91840976,0.7194,0.82046074,0.6418,1.0564498,0.7554,0.700352,0.7565,0.6885718,0.7277,0.7923626,0.7384,0.7627335,0.7637,0.67576885,0.7687,0.6773703,0.7717,0.6764614,0.7734,0.6577964,0.7537,0.69741523,0.7863,0.620081,0.7808,0.63884646,0.7515,0.7087305,0.7874,0.6148001,0.7768,0.64925957,0.7795,0.64428186,0.7858,0.62754434,0.7906,0.6106656,0.787,0.628515,0.79,0.62082684,0.7986,0.5834737,0.7731,0.6688104,0.7782,0.6536278,0.7865,0.6169204,0.7921,0.6058353,0.803,0.57833195,0.7971,0.6068112,0.8002,0.590545,0.7846,0.63144475,0.8039,0.57024074,0.8006,0.5834543,0.7833,0.6473088,0.8125,0.55630815,0.8013,0.5711142,0.7912,0.6209806,0.7929,0.6175534,0.7925,0.60596377
relu,64,0.8063,0.56135714,0.749435911,0.705590624,96,4,128,3,128,4,125,100,0.001,0.9,adam,0,0.4527,1.5388747,0.3175,2.1887069,0.5969,1.1104895,0.6351,1.0146941,0.6422,0.9979479,0.648,1.0085748,0.5827,1.1795363,0.6302,1.0614522,0.7023,0.84391767,0.7069,0.8412791,0.7062,0.8240864,0.735,0.7591235,0.6867,0.8947247,0.6865,0.89432013,0.6296,1.1579334,0.6786,0.92421335,0.5854,1.2477129,0.7434,0.72832483,0.7059,0.84616584,0.7426,0.7401135,0.7541,0.70020086,0.707,0.8558584,0.7461,0.73568976,0.7672,0.6662059,0.7304,0.7600515,0.7165,0.82589656,0.715,0.8153345,0.7706,0.6564255,0.764,0.68277615,0.7869,0.6136412,0.7868,0.6259349,0.7315,0.78807473,0.7732,0.6621938,0.791,0.59600186,0.7523,0.74743325,0.7375,0.79079103,0.7325,0.79845124,0.7366,0.7954785,0.7714,0.6762594,0.797,0.58582664,0.7478,0.74438983,0.8063,0.56135714,0.7651,0.6911617,0.7678,0.67660606,0.7586,0.71137136,0.7927,0.6043468,0.7957,0.5804134,0.7771,0.65542746,0.7554,0.7417169,0.7773,0.66144705
relu,64,0.7848,0.64244694,0.721427184,0.783951849,64,4,96,4,128,4,100,125,0.003,0.9,adam,0,0.3608,1.7837058,0.5254,1.3199594,0.5994,1.1308731,0.4815,1.5093241,0.663,0.9572576,0.6156,1.0958513,0.7079,0.8430286,0.5931,1.1726924,0.6898,0.8880338,0.6796,0.9082053,0.6752,0.91993564,0.6633,0.9866546,0.6693,1.0025854,0.7234,0.7947184,0.7396,0.7472621,0.7284,0.7805807,0.6414,1.07329,0.7194,0.8052346,0.7353,0.75913495,0.747,0.73565,0.7354,0.7626213,0.7027,0.89156055,0.7172,0.8298066,0.6638,0.99707395,0.6867,0.95003223,0.7561,0.71584845,0.766,0.68675506,0.7542,0.70990366,0.7616,0.6873417,0.7136,0.84216535,0.7526,0.7195995,0.7257,0.8141465,0.7463,0.74600285,0.7542,0.7252499,0.7266,0.85356194,0.7561,0.7242898,0.7763,0.6602114,0.7783,0.6530306,0.7639,0.6994433,0.771,0.6820624,0.7664,0.68695295,0.7779,0.66721123,0.7685,0.696903,0.7393,0.75943494,0.7379,0.78621477,0.7725,0.6660716,0.7848,0.64244694,0.7701,0.6796015,0.7269,0.83659023,0.7799,0.65717995
relu,32,0.7794,0.6453429,0.711994956,0.822708774,64,5,128,3,96,5,100,125,0.003,0.99,adam,0,0.4928,1.3902485,0.5089,1.3499396,0.55,1.3050668,0.6079,1.0884899,0.5649,1.2419975,0.6236,1.0846101,0.6241,1.0890516,0.6764,0.91419023,0.686,0.89818066,0.5245,1.5564011,0.6742,0.94363457,0.6522,1.0255711,0.7312,0.7774738,0.6701,0.9463879,0.6945,0.8960086,0.7019,0.87235427,0.6677,0.9869316,0.7395,0.752514,0.692,0.89665,0.6798,0.9376403,0.6949,0.8972264,0.7457,0.7330061,0.7511,0.7308012,0.7068,0.84228,0.7197,0.81231594,0.7247,0.804575,0.7478,0.7349736,0.7338,0.772322,0.7517,0.7260616,0.7175,0.8261545,0.7187,0.8283329,0.684,0.9471613,0.7582,0.70602703,0.7426,0.7652121,0.7502,0.7308339,0.7561,0.7071564,0.7536,0.7193851,0.7559,0.7134346,0.7426,0.7645695,0.747,0.7374491,0.7548,0.71200275,0.7199,0.83683157,0.74,0.8037567,0.7442,0.7688433,0.7743,0.6716729,0.7564,0.72098976,0.7647,0.6867804,0.7794,0.6453429,0.7539,0.72329056,0.7399,0.7946514
relu,32,0.7929,0.6007375,0.71356644,0.809780262,96,5,128,5,96,4,125,100,0.003,0.99,adam,0,0.4754,1.4434112,0.551,1.2287822,0.5523,1.2709677,0.5647,1.2542517,0.6573,0.97886574,0.6262,1.0730969,0.6768,0.9167699,0.6543,0.994992,0.6415,1.020509,0.6791,0.9178467,0.6884,0.89791787,0.6554,1.0193179,0.7272,0.7899362,0.709,0.83260244,0.7112,0.82854015,0.7288,0.7862166,0.7236,0.79832137,0.7487,0.7310657,0.7651,0.6891342,0.7391,0.74447685,0.7658,0.67638284,0.7586,0.69924885,0.6971,0.91342175,0.7663,0.6808187,0.75,0.7329549,0.7552,0.71564007,0.766,0.6826041,0.7264,0.8256094,0.771,0.67657644,0.7734,0.6728536,0.764,0.707358,0.7836,0.6321124,0.7753,0.6552208,0.7588,0.6988235,0.7718,0.66280115,0.7847,0.6331769,0.7879,0.61701375,0.7776,0.6481453,0.7929,0.6007375,0.7538,0.7255353,0.7318,0.83360136,0.7731,0.677549,0.7954,0.6071112,0.7817,0.65203685,0.7843,0.6288868,0.7887,0.6260159,0.7812,0.63683796,0.7662,0.68809676,0.788,0.63215363,0.7859,0.6293547
relu,32,0.7896,0.62910354,0.726611577,0.763311493,64,5,64,3,128,5,100,125,0.001,0.99,adam,0,0.4975,1.3948071,0.5757,1.1623174,0.6067,1.1063689,0.5852,1.1550419,0.6599,0.95388174,0.6697,0.94214237,0.6022,1.1381576,0.6707,0.9277824,0.6867,0.8927794,0.6207,1.1024137,0.6603,0.98858416,0.6942,0.87087,0.7447,0.732458,0.7058,0.83984333,0.7381,0.75984496,0.7185,0.82475245,0.7302,0.77073693,0.6796,0.93449014,0.7296,0.77356094,0.6953,0.8781087,0.7382,0.7572453,0.7286,0.78877825,0.7672,0.6725897,0.7397,0.7501915,0.7556,0.72167426,0.7432,0.7452395,0.7588,0.7036261,0.7529,0.7145567,0.7577,0.6939565,0.7589,0.694439,0.7571,0.7041503,0.7471,0.7375568,0.7524,0.70809007,0.7701,0.6699829,0.7012,0.91055685,0.7633,0.69356954,0.7668,0.68089354,0.7817,0.6503727,0.72,0.83841425,0.7556,0.7255956,0.7577,0.72033894,0.7793,0.64921445,0.7597,0.7194633,0.7896,0.62910354,0.7787,0.6452406,0.728,0.80949754,0.7847,0.65302086,0.7817,0.63830173,0.7479,0.776062,0.7578,0.718838
relu,64,0.7782,0.6258816,0.725304045,0.778503239,96,5,96,3,128,4,125,100,0.002,0.95,adam,0,0.4934,1.3957808,0.4212,1.7629452,0.5156,1.4191881,0.6298,1.0301604,0.611,1.0697355,0.6553,0.9925161,0.6037,1.1540817,0.5999,1.1929972,0.7061,0.8225508,0.7121,0.819702,0.6826,0.9071372,0.6553,0.9719133,0.6456,0.9996213,0.7124,0.80791545,0.7278,0.7651783,0.7189,0.80507743,0.7058,0.8816969,0.7387,0.75401455,0.7378,0.7421981,0.6794,0.9411652,0.7601,0.70890963,0.6876,0.90469843,0.636,1.1226237,0.7056,0.8326087,0.7486,0.72114587,0.727,0.7769739,0.7415,0.7402669,0.7701,0.65628153,0.7655,0.67568016,0.6562,1.0031857,0.7539,0.7114909,0.743,0.7383895,0.7571,0.6919403,0.6827,0.9383213,0.7624,0.67868656,0.7208,0.83558816,0.7481,0.7428501,0.7372,0.7576077,0.6682,1.0284516,0.739,0.75636446,0.7349,0.7901604,0.7782,0.6258816,0.7694,0.66804016,0.7273,0.8124726,0.7557,0.71185476,0.7838,0.63112295,0.7812,0.62980145,0.7541,0.7157986,0.7475,0.7536883,0.7736,0.65727663
relu,64,0.7931,0.59650743,0.716007905,0.805777393,96,5,96,4,96,5,100,125,0.003,0.99,adam,0,0.4418,1.5294396,0.5118,1.3619705,0.4772,1.4633405,0.5978,1.1012987,0.6616,0.9540257,0.6029,1.1280361,0.5519,1.3415803,0.645,0.99932444,0.6556,0.9762045,0.7116,0.8286373,0.6781,0.923734,0.6936,0.87330997,0.7272,0.7722888,0.7207,0.787283,0.7007,0.8500689,0.7177,0.8138996,0.5952,1.2215844,0.7226,0.80597967,0.7493,0.7294888,0.7022,0.86918837,0.7588,0.697928,0.7405,0.7577936,0.7557,0.7101458,0.773,0.66224587,0.7637,0.68696624,0.7495,0.71847725,0.7551,0.7149911,0.7768,0.6532828,0.7191,0.79810095,0.7502,0.737182,0.7023,0.89788616,0.7489,0.73574406,0.7288,0.81061935,0.7572,0.7068699,0.7839,0.62653756,0.7683,0.68066317,0.7656,0.6847398,0.7688,0.68624353,0.7931,0.59650743,0.7612,0.7005487,0.7489,0.752808,0.7666,0.6863727,0.788,0.6168066,0.771,0.67456484,0.7277,0.83417404,0.7949,0.59710866,0.7929,0.615443,0.7626,0.70133674,0.7826,0.63557136,0.7696,0.68522346
